gene_name,difference,females_controls_max_transcript_counts,females_exposed_max_transcript_counts,GO,p.value,product
LOC111136358,-1,2,1,GO:0042307,7.7e-05,uncharacterized LOC111136358
LOC111137578,-1,1,0,GO:0042307,7.7e-05,uncharacterized LOC111137578
LOC111138434,-1,3,2,GO:0042307,7.7e-05,multiple epidermal growth factor-like domains protein 10
NA,NA,NA,NA,GO:1900182,7.7e-05,NA
LOC111100872,-1,4,3,GO:0007411,8.3e-05,uncharacterized LOC111100872
LOC111102495,-2,11,9,GO:0007411,8.3e-05,SH3 and multiple ankyrin repeat domains protein 1-like
LOC111103936,-1,3,2,GO:0007411,8.3e-05,receptor-type tyrosine-protein phosphatase alpha-like
LOC111104117,-1,3,2,GO:0007411,8.3e-05,paired box protein Pax-6-like
LOC111105800,-1,1,0,GO:0007411,8.3e-05,uncharacterized LOC111105800
LOC111106384,-1,2,1,GO:0007411,8.3e-05,uncharacterized LOC111106384
LOC111106389,-2,3,1,GO:0007411,8.3e-05,very low-density lipoprotein receptor-like
LOC111110798,-1,3,2,GO:0007411,8.3e-05,paired box protein Pax-6-like
LOC111111023,-1,2,1,GO:0007411,8.3e-05,uncharacterized LOC111111023
LOC111111930,-2,5,3,GO:0007411,8.3e-05,receptor-type tyrosine-protein phosphatase alpha-like
LOC111112365,-1,2,1,GO:0007411,8.3e-05,receptor-type tyrosine-protein phosphatase epsilon-like
LOC111114475,-2,4,2,GO:0007411,8.3e-05,receptor-type tyrosine-protein phosphatase S-like
LOC111116874,-1,2,1,GO:0007411,8.3e-05,receptor-type tyrosine-protein phosphatase epsilon-like
LOC111116875,-1,2,1,GO:0007411,8.3e-05,receptor-type tyrosine-protein phosphatase epsilon-like
LOC111117512,-1,2,1,GO:0007411,8.3e-05,uncharacterized LOC111117512
LOC111120610,-3,5,2,GO:0007411,8.3e-05,receptor-type guanylate cyclase Gyc76C-like
LOC111122336,-2,3,1,GO:0007411,8.3e-05,transient receptor potential cation channel subfamily A member 1-like
LOC111122350,-1,7,6,GO:0007411,8.3e-05,laminin subunit alpha-2-like
LOC111123755,-2,3,1,GO:0007411,8.3e-05,uncharacterized LOC111123755
LOC111126457,-2,5,3,GO:0007411,8.3e-05,tumor necrosis factor receptor superfamily member 16-like
LOC111126745,-1,4,3,GO:0007411,8.3e-05,POU domain
LOC111127064,-2,5,3,GO:0007411,8.3e-05,POU domain
LOC111127569,-1,3,2,GO:0007411,8.3e-05,hemicentin-1-like
LOC111127570,-1,2,1,GO:0007411,8.3e-05,hemicentin-1-like
LOC111128721,-1,7,6,GO:0007411,8.3e-05,DAZ-associated protein 1-like
LOC111129630,-1,1,0,GO:0007411,8.3e-05,tripartite motif-containing protein 3-like
LOC111130704,-1,9,8,GO:0007411,8.3e-05,spectrin alpha chain
LOC111133545,-1,2,1,GO:0007411,8.3e-05,neural cell adhesion molecule L1-like
LOC111133560,-1,2,1,GO:0007411,8.3e-05,neural cell adhesion molecule L1-like
NA,NA,NA,NA,GO:0097485,8.3e-05,NA
NA,NA,NA,NA,GO:0140694,8.3e-05,NA
LOC111099199,-1,2,1,GO:0030182,8.7e-05,uncharacterized LOC111099199
LOC111109611,-1,3,2,GO:0030182,8.7e-05,protein Wnt-7b-like
LOC111113869,-1,1,0,GO:0030182,8.7e-05,uncharacterized LOC111113869
LOC111122602,-1,8,7,GO:0030182,8.7e-05,frizzled-5-like
LOC111123755,-2,3,1,GO:0030182,8.7e-05,uncharacterized LOC111123755
LOC111126345,-1,3,2,GO:0030182,8.7e-05,protein Wnt-6-like
LOC111126881,-1,3,2,GO:0030182,8.7e-05,protein Wnt-10b-like
LOC111129630,-1,1,0,GO:0030182,8.7e-05,tripartite motif-containing protein 3-like
LOC111133560,-1,2,1,GO:0030182,8.7e-05,neural cell adhesion molecule L1-like
LOC111118558,-3,12,9,GO:0040011,8.8e-05,calcium-activated potassium channel slowpoke-like
NA,NA,NA,NA,GO:0033135,9.0e-05,NA
LOC111100240,-1,3,2,GO:0046777,9.0e-05,uncharacterized LOC111100240
LOC111101719,-1,1,0,GO:0046777,9.0e-05,uncharacterized LOC111101719
LOC111101781,-1,2,1,GO:0046777,9.0e-05,tripartite motif-containing protein 2-like
LOC111102338,-1,2,1,GO:0046777,9.0e-05,multiple epidermal growth factor-like domains protein 10
LOC111102487,-1,1,0,GO:0046777,9.0e-05,uncharacterized LOC111102487
LOC111102557,-1,1,0,GO:0046777,9.0e-05,uncharacterized LOC111102557
LOC111103511,-2,4,2,GO:0046777,9.0e-05,cell death abnormality protein 1-like
LOC111103720,-1,1,0,GO:0046777,9.0e-05,uncharacterized LOC111103720
LOC111104529,-1,3,2,GO:0046777,9.0e-05,uncharacterized LOC111104529
LOC111104820,-1,1,0,GO:0046777,9.0e-05,multiple epidermal growth factor-like domains protein 6
LOC111105237,-1,2,1,GO:0046777,9.0e-05,multiple epidermal growth factor-like domains protein 10
LOC111106212,-1,7,6,GO:0046777,9.0e-05,uncharacterized LOC111106212
LOC111107918,-1,1,0,GO:0046777,9.0e-05,uncharacterized LOC111107918
LOC111115882,-1,2,1,GO:0046777,9.0e-05,cell death abnormality protein 1-like
LOC111121258,-1,2,1,GO:0046777,9.0e-05,uncharacterized LOC111121258
LOC111123147,-1,2,1,GO:0046777,9.0e-05,myosin-IIIa-like
LOC111123493,-1,8,7,GO:0046777,9.0e-05,myosin-IIIb-like
LOC111124864,-1,3,2,GO:0046777,9.0e-05,uncharacterized LOC111124864
LOC111126615,-1,1,0,GO:0046777,9.0e-05,uncharacterized LOC111126615
LOC111127188,-1,2,1,GO:0046777,9.0e-05,uncharacterized LOC111127188
LOC111128838,-1,5,4,GO:0046777,9.0e-05,tyrosine-protein kinase JAK2-like
LOC111129267,-3,5,2,GO:0046777,9.0e-05,myosin-IIIb-like
LOC111132298,-1,1,0,GO:0046777,9.0e-05,multiple epidermal growth factor-like domains protein 11
LOC111133103,-1,2,1,GO:0046777,9.0e-05,uncharacterized LOC111133103
LOC111133105,-1,1,0,GO:0046777,9.0e-05,uncharacterized LOC111133105
LOC111134623,-2,3,1,GO:0046777,9.0e-05,uncharacterized LOC111134623
LOC111136358,-1,2,1,GO:0046777,9.0e-05,uncharacterized LOC111136358
LOC111137578,-1,1,0,GO:0046777,9.0e-05,uncharacterized LOC111137578
LOC111138434,-1,3,2,GO:0046777,9.0e-05,multiple epidermal growth factor-like domains protein 10
LOC111103574,-1,3,2,GO:0000132,9.1e-05,protein draper-like
LOC111104117,-1,3,2,GO:0000132,9.1e-05,paired box protein Pax-6-like
LOC111105404,-2,3,1,GO:0000132,9.1e-05,multiple epidermal growth factor-like domains protein 10
LOC111105593,-1,2,1,GO:0000132,9.1e-05,uncharacterized LOC111105593
LOC111110798,-1,3,2,GO:0000132,9.1e-05,paired box protein Pax-6-like
LOC111111471,-1,3,2,GO:0000132,9.1e-05,scavenger receptor class F member 2-like
LOC111112175,-2,3,1,GO:0000132,9.1e-05,multiple epidermal growth factor-like domains protein 11
LOC111116933,-1,3,2,GO:0000132,9.1e-05,cell death abnormality protein 1-like
LOC111117755,-2,7,5,GO:0000132,9.1e-05,multiple epidermal growth factor-like domains protein 10
LOC111120658,-1,2,1,GO:0000132,9.1e-05,uncharacterized LOC111120658
LOC111132966,-1,14,13,GO:0000132,9.1e-05,dynactin subunit 1-like
LOC111134926,-1,2,1,GO:0000132,9.1e-05,huntingtin-like
LOC111135822,-1,2,1,GO:0000132,9.1e-05,uncharacterized LOC111135822
LOC111136354,-1,2,1,GO:0000132,9.1e-05,multiple epidermal growth factor-like domains protein 10
LOC111136891,-1,10,9,GO:0000132,9.1e-05,myosin heavy chain
LOC111099199,-1,2,1,GO:0043491,9.3e-05,uncharacterized LOC111099199
LOC111136382,-6,15,9,GO:0043491,9.3e-05,uncharacterized LOC111136382
NA,NA,NA,NA,GO:0002676,9.4e-05,NA
NA,NA,NA,NA,GO:0051893,0.00011,NA
NA,NA,NA,NA,GO:0090109,0.00011,NA
NA,NA,NA,NA,GO:0150116,0.00011,NA
LOC111103511,-2,4,2,GO:0045785,0.00011,cell death abnormality protein 1-like
LOC111103720,-1,1,0,GO:0045785,0.00011,uncharacterized LOC111103720
LOC111104820,-1,1,0,GO:0045785,0.00011,multiple epidermal growth factor-like domains protein 6
LOC111105237,-1,2,1,GO:0045785,0.00011,multiple epidermal growth factor-like domains protein 10
LOC111106154,-1,2,1,GO:0045785,0.00011,receptor-type tyrosine-protein phosphatase alpha-like
LOC111110614,-1,1,0,GO:0045785,0.00011,fibrinogen-like protein 1
LOC111118242,-1,2,1,GO:0045785,0.00011,prostaglandin E2 receptor EP4 subtype-like
LOC111120921,-1,5,4,GO:0045785,0.00011,tuberin-like
LOC111127188,-1,2,1,GO:0045785,0.00011,uncharacterized LOC111127188
LOC111132298,-1,1,0,GO:0045785,0.00011,multiple epidermal growth factor-like domains protein 11
LOC111133103,-1,2,1,GO:0045785,0.00011,uncharacterized LOC111133103
LOC111133105,-1,1,0,GO:0045785,0.00011,uncharacterized LOC111133105
LOC111136358,-1,2,1,GO:0045785,0.00011,uncharacterized LOC111136358
LOC111137578,-1,1,0,GO:0045785,0.00011,uncharacterized LOC111137578
LOC111138434,-1,3,2,GO:0045785,0.00011,multiple epidermal growth factor-like domains protein 10
NA,NA,NA,NA,GO:0010562,0.00012,NA
NA,NA,NA,NA,GO:0045937,0.00012,NA
NA,NA,NA,NA,GO:0033674,0.00012,NA
LOC111100240,-1,3,2,GO:0070374,0.00012,uncharacterized LOC111100240
LOC111102338,-1,2,1,GO:0070374,0.00012,multiple epidermal growth factor-like domains protein 10
LOC111102487,-1,1,0,GO:0070374,0.00012,uncharacterized LOC111102487
LOC111102557,-1,1,0,GO:0070374,0.00012,uncharacterized LOC111102557
LOC111103253,-1,3,2,GO:0070374,0.00012,uncharacterized LOC111103253
LOC111103511,-2,4,2,GO:0070374,0.00012,cell death abnormality protein 1-like
LOC111103720,-1,1,0,GO:0070374,0.00012,uncharacterized LOC111103720
LOC111104529,-1,3,2,GO:0070374,0.00012,uncharacterized LOC111104529
LOC111104820,-1,1,0,GO:0070374,0.00012,multiple epidermal growth factor-like domains protein 6
LOC111105237,-1,2,1,GO:0070374,0.00012,multiple epidermal growth factor-like domains protein 10
LOC111109646,-1,2,1,GO:0070374,0.00012,neuronal acetylcholine receptor subunit beta-2-like
LOC111110614,-1,1,0,GO:0070374,0.00012,fibrinogen-like protein 1
LOC111112401,-1,2,1,GO:0070374,0.00012,F-box/WD repeat-containing protein 7-like
LOC111112744,-1,6,5,GO:0070374,0.00012,interferon alpha-inducible protein 27-like protein 2B
LOC111112977,-1,1,0,GO:0070374,0.00012,complement C1q subcomponent subunit B-like
LOC111115882,-1,2,1,GO:0070374,0.00012,cell death abnormality protein 1-like
LOC111116724,-1,2,1,GO:0070374,0.00012,uncharacterized LOC111116724
LOC111119621,-1,10,9,GO:0070374,0.00012,uncharacterized LOC111119621
LOC111127188,-1,2,1,GO:0070374,0.00012,uncharacterized LOC111127188
LOC111132298,-1,1,0,GO:0070374,0.00012,multiple epidermal growth factor-like domains protein 11
LOC111133103,-1,2,1,GO:0070374,0.00012,uncharacterized LOC111133103
LOC111133105,-1,1,0,GO:0070374,0.00012,uncharacterized LOC111133105
LOC111136358,-1,2,1,GO:0070374,0.00012,uncharacterized LOC111136358
LOC111137578,-1,1,0,GO:0070374,0.00012,uncharacterized LOC111137578
LOC111138346,-1,2,1,GO:0070374,0.00012,neuropeptide Y receptor type 6-like
LOC111138434,-1,3,2,GO:0070374,0.00012,multiple epidermal growth factor-like domains protein 10
NA,NA,NA,NA,GO:0051294,0.00012,NA
LOC111106095,-1,2,1,GO:0007018,0.00013,uncharacterized LOC111106095
LOC111112131,-1,12,11,GO:0007018,0.00013,kinesin-like protein KIF21A
LOC111115151,-1,2,1,GO:0007018,0.00013,dynein heavy chain 6
LOC111120563,-1,3,2,GO:0007018,0.00013,WD repeat-containing protein 63-like
LOC111122299,-2,4,2,GO:0007018,0.00013,dynein heavy chain-like protein MAL7P1.162
LOC111125437,-4,8,4,GO:0007018,0.00013,uncharacterized LOC111125437
LOC111134572,-3,13,10,GO:0007018,0.00013,kinesin-like protein KIF28P
LOC111103244,-1,15,14,GO:0032880,0.00013,phosphatidylinositol-binding clathrin assembly protein LAP-like
LOC111103819,-1,6,5,GO:0032880,0.00013,afadin-like
LOC111129967,-1,6,5,GO:0032880,0.00013,ral GTPase-activating protein subunit alpha-1-like
LOC111132922,-10,22,12,GO:0032880,0.00013,nck-associated protein 1-like
LOC111118242,-1,2,1,GO:0070371,0.00013,prostaglandin E2 receptor EP4 subtype-like
NA,NA,NA,NA,GO:0001775,0.00013,NA
LOC111130343,-1,7,6,GO:0051293,0.00013,cytoplasmic dynein 1 heavy chain 1-like
LOC111111946,-3,5,2,GO:0031175,0.00014,receptor-type tyrosine-protein phosphatase delta-like
LOC111113019,-1,3,2,GO:0031175,0.00014,receptor-type tyrosine-protein phosphatase T-like
LOC111115260,-1,3,2,GO:0031175,0.00014,receptor-type tyrosine-protein phosphatase mu-like
LOC111116795,-2,5,3,GO:0031175,0.00014,multiple epidermal growth factor-like domains protein 6
LOC111117047,-2,3,1,GO:0031175,0.00014,receptor-type tyrosine-protein phosphatase T-like
LOC111117113,-1,2,1,GO:0031175,0.00014,uncharacterized LOC111117113
LOC111117512,-1,2,1,GO:0031175,0.00014,uncharacterized LOC111117512
LOC111119681,-1,4,3,GO:0031175,0.00014,dedicator of cytokinesis protein 7-like
LOC111120008,-1,4,3,GO:0031175,0.00014,receptor-type tyrosine-protein phosphatase kappa-like
LOC111121068,-1,7,6,GO:0031175,0.00014,receptor-type tyrosine-protein phosphatase epsilon-like
LOC111122350,-1,7,6,GO:0031175,0.00014,laminin subunit alpha-2-like
LOC111125947,-1,2,1,GO:0031175,0.00014,receptor-type tyrosine-protein phosphatase kappa-like
LOC111126673,-1,8,7,GO:0031175,0.00014,neurabin-1-like
LOC111130194,-1,6,5,GO:0031175,0.00014,receptor-type tyrosine-protein phosphatase epsilon-like
LOC111133545,-1,2,1,GO:0031175,0.00014,neural cell adhesion molecule L1-like
LOC111133560,-1,2,1,GO:0031175,0.00014,neural cell adhesion molecule L1-like
LOC111130343,-1,7,6,GO:0032388,0.00014,cytoplasmic dynein 1 heavy chain 1-like
LOC111105397,-1,2,1,GO:0043010,0.00015,uncharacterized LOC111105397
LOC111125851,-1,4,3,GO:0043010,0.00015,glycerol-3-phosphate dehydrogenase
NA,NA,NA,NA,GO:0010646,0.00015,NA
LOC111100408,-4,7,3,GO:0045595,0.00015,baculoviral IAP repeat-containing protein 2-like
LOC111128033,-2,4,2,GO:0045595,0.00015,elastin-like
NA,NA,NA,NA,GO:0040001,0.00016,NA
LOC111114747,-1,4,3,GO:0043085,0.00017,uncharacterized LOC111114747
NA,NA,NA,NA,GO:0042325,0.00017,NA
LOC111105622,-1,1,0,GO:0033632,0.00017,uncharacterized LOC111105622
LOC111114802,-1,2,1,GO:0033632,0.00017,uncharacterized LOC111114802
LOC111116982,-1,2,1,GO:0033632,0.00017,uncharacterized LOC111116982
LOC111123890,-1,27,26,GO:0033632,0.00017,dipeptidyl peptidase 4-like
LOC111126850,-1,1,0,GO:0033632,0.00017,uncharacterized LOC111126850
LOC111127066,-1,1,0,GO:0033632,0.00017,uncharacterized LOC111127066
LOC111127206,-1,1,0,GO:0033632,0.00017,uncharacterized LOC111127206
LOC111132775,-1,1,0,GO:0033632,0.00017,uncharacterized LOC111132775
NA,NA,NA,NA,GO:0009151,0.00017,NA
LOC111099830,-1,4,3,GO:0009966,0.00018,uncharacterized LOC111099830
LOC111106726,-1,2,1,GO:0009966,0.00018,baculoviral IAP repeat-containing protein 2-like
LOC111132603,-1,3,2,GO:0009966,0.00018,uncharacterized LOC111132603
NA,NA,NA,NA,GO:0003205,0.00018,NA
NA,NA,NA,NA,GO:0003206,0.00018,NA
NA,NA,NA,NA,GO:0048699,0.00018,NA
NA,NA,NA,NA,GO:0043549,0.00019,NA
LOC111133692,-1,5,4,GO:0001954,0.00019,pleckstrin homology domain-containing family A member 2-like
NA,NA,NA,NA,GO:1902531,0.00019,NA
NA,NA,NA,NA,GO:0098742,0.00019,NA
NA,NA,NA,NA,GO:0043550,0.00020,NA
LOC111100240,-1,3,2,GO:0051259,0.00020,uncharacterized LOC111100240
LOC111102338,-1,2,1,GO:0051259,0.00020,multiple epidermal growth factor-like domains protein 10
LOC111102487,-1,1,0,GO:0051259,0.00020,uncharacterized LOC111102487
LOC111102557,-1,1,0,GO:0051259,0.00020,uncharacterized LOC111102557
LOC111103253,-1,3,2,GO:0051259,0.00020,uncharacterized LOC111103253
LOC111103511,-2,4,2,GO:0051259,0.00020,cell death abnormality protein 1-like
LOC111103720,-1,1,0,GO:0051259,0.00020,uncharacterized LOC111103720
LOC111104432,-2,9,7,GO:0051259,0.00020,tumor necrosis factor alpha-induced protein 3-like
LOC111104529,-1,3,2,GO:0051259,0.00020,uncharacterized LOC111104529
LOC111104820,-1,1,0,GO:0051259,0.00020,multiple epidermal growth factor-like domains protein 6
LOC111105237,-1,2,1,GO:0051259,0.00020,multiple epidermal growth factor-like domains protein 10
LOC111107193,-1,2,1,GO:0051259,0.00020,P2X purinoceptor 7-like
LOC111112977,-1,1,0,GO:0051259,0.00020,complement C1q subcomponent subunit B-like
LOC111115882,-1,2,1,GO:0051259,0.00020,cell death abnormality protein 1-like
LOC111117659,-1,2,1,GO:0051259,0.00020,uncharacterized LOC111117659
LOC111127188,-1,2,1,GO:0051259,0.00020,uncharacterized LOC111127188
LOC111132298,-1,1,0,GO:0051259,0.00020,multiple epidermal growth factor-like domains protein 11
LOC111133103,-1,2,1,GO:0051259,0.00020,uncharacterized LOC111133103
LOC111133105,-1,1,0,GO:0051259,0.00020,uncharacterized LOC111133105
LOC111134417,-2,10,8,GO:0051259,0.00020,tumor necrosis factor alpha-induced protein 3-like
LOC111136358,-1,2,1,GO:0051259,0.00020,uncharacterized LOC111136358
LOC111137578,-1,1,0,GO:0051259,0.00020,uncharacterized LOC111137578
LOC111138434,-1,3,2,GO:0051259,0.00020,multiple epidermal growth factor-like domains protein 10
LOC111111946,-3,5,2,GO:0048041,0.00021,receptor-type tyrosine-protein phosphatase delta-like
LOC111113019,-1,3,2,GO:0048041,0.00021,receptor-type tyrosine-protein phosphatase T-like
LOC111113173,-2,12,10,GO:0048041,0.00021,phosphatidylinositol 4-phosphate 5-kinase type-1 alpha-like
LOC111117113,-1,2,1,GO:0048041,0.00021,uncharacterized LOC111117113
LOC111125947,-1,2,1,GO:0048041,0.00021,receptor-type tyrosine-protein phosphatase kappa-like
NA,NA,NA,NA,GO:0050678,0.00021,NA
NA,NA,NA,NA,GO:0051049,0.00021,NA
NA,NA,NA,NA,GO:0032879,0.00022,NA
LOC111102699,-1,2,1,GO:0008285,0.00023,uncharacterized LOC111102699
LOC111104476,-1,1,0,GO:0008285,0.00023,uncharacterized LOC111104476
LOC111105716,-2,17,15,GO:0008285,0.00023,protein polybromo-1-like
LOC111105828,-3,15,12,GO:0008285,0.00023,membrane-associated guanylate kinase
LOC111106212,-1,7,6,GO:0008285,0.00023,uncharacterized LOC111106212
LOC111106758,-1,1,0,GO:0008285,0.00023,uncharacterized LOC111106758
LOC111107822,-1,4,3,GO:0008285,0.00023,uncharacterized LOC111107822
LOC111109630,-2,3,1,GO:0008285,0.00023,uncharacterized LOC111109630
LOC111111546,-1,3,2,GO:0008285,0.00023,deleted in lung and esophageal cancer protein 1-like
LOC111111946,-3,5,2,GO:0008285,0.00023,receptor-type tyrosine-protein phosphatase delta-like
LOC111113019,-1,3,2,GO:0008285,0.00023,receptor-type tyrosine-protein phosphatase T-like
LOC111117113,-1,2,1,GO:0008285,0.00023,uncharacterized LOC111117113
LOC111118726,-1,2,1,GO:0008285,0.00023,vicilin-like seed storage protein At2g18540
LOC111119763,-1,2,1,GO:0008285,0.00023,beta-1
LOC111119792,-1,2,1,GO:0008285,0.00023,beta-1
LOC111120921,-1,5,4,GO:0008285,0.00023,tuberin-like
LOC111122602,-1,8,7,GO:0008285,0.00023,frizzled-5-like
LOC111123667,-1,2,1,GO:0008285,0.00023,paramyosin-like
LOC111123755,-2,3,1,GO:0008285,0.00023,uncharacterized LOC111123755
LOC111125947,-1,2,1,GO:0008285,0.00023,receptor-type tyrosine-protein phosphatase kappa-like
LOC111128734,-2,8,6,GO:0008285,0.00023,delta-like protein 1
LOC111129092,-1,6,5,GO:0008285,0.00023,myoneurin-like
LOC111129630,-1,1,0,GO:0008285,0.00023,tripartite motif-containing protein 3-like
LOC111130332,-1,6,5,GO:0008285,0.00023,uncharacterized LOC111130332
LOC111133393,-1,2,1,GO:0008285,0.00023,uncharacterized LOC111133393
LOC111136669,-2,10,8,GO:0008285,0.00023,myosin-IIIb-like
LOC111137351,-2,3,1,GO:0008285,0.00023,E3 ubiquitin-protein ligase NEURL1-like
NA,NA,NA,NA,GO:0009182,0.00024,NA
NA,NA,NA,NA,GO:0046056,0.00024,NA
LOC111103511,-2,4,2,GO:0030949,0.00024,cell death abnormality protein 1-like
LOC111103720,-1,1,0,GO:0030949,0.00024,uncharacterized LOC111103720
LOC111104820,-1,1,0,GO:0030949,0.00024,multiple epidermal growth factor-like domains protein 6
LOC111105237,-1,2,1,GO:0030949,0.00024,multiple epidermal growth factor-like domains protein 10
LOC111127188,-1,2,1,GO:0030949,0.00024,uncharacterized LOC111127188
LOC111132298,-1,1,0,GO:0030949,0.00024,multiple epidermal growth factor-like domains protein 11
LOC111133103,-1,2,1,GO:0030949,0.00024,uncharacterized LOC111133103
LOC111133105,-1,1,0,GO:0030949,0.00024,uncharacterized LOC111133105
LOC111136358,-1,2,1,GO:0030949,0.00024,uncharacterized LOC111136358
LOC111137578,-1,1,0,GO:0030949,0.00024,uncharacterized LOC111137578
LOC111138434,-1,3,2,GO:0030949,0.00024,multiple epidermal growth factor-like domains protein 10
NA,NA,NA,NA,GO:0090316,0.00025,NA
NA,NA,NA,NA,GO:0051653,0.00025,NA
LOC111101010,-1,2,1,GO:0007017,0.00025,tubulin alpha-1 chain-like
LOC111103465,-1,5,4,GO:0007017,0.00025,uncharacterized LOC111103465
NA,NA,NA,NA,GO:0051347,0.00027,NA
NA,NA,NA,NA,GO:0046903,0.00029,NA
NA,NA,NA,NA,GO:0140352,0.00029,NA
LOC111099870,-1,13,12,GO:0030155,0.00029,protein phosphatase 1 regulatory subunit 12A-like
LOC111102699,-1,2,1,GO:0030155,0.00029,uncharacterized LOC111102699
LOC111109630,-2,3,1,GO:0030155,0.00029,uncharacterized LOC111109630
LOC111110957,-1,3,2,GO:0030155,0.00029,uncharacterized LOC111110957
LOC111122350,-1,7,6,GO:0030155,0.00029,laminin subunit alpha-2-like
LOC111125906,-1,10,9,GO:0030155,0.00029,signal transducer and activator of transcription 5A-like
LOC111128734,-2,8,6,GO:0030155,0.00029,delta-like protein 1
LOC111100375,-2,9,7,GO:0022008,0.00030,BTB/POZ domain-containing protein 1-like
LOC111134926,-1,2,1,GO:0022008,0.00030,huntingtin-like
LOC111099031,-1,1,0,GO:0060271,0.00030,uncharacterized LOC111099031
LOC111101028,-1,4,3,GO:0060271,0.00030,centrosomal protein of 162 kDa-like
LOC111101031,-1,3,2,GO:0060271,0.00030,inositol polyphosphate 5-phosphatase OCRL-1-like
LOC111102899,-1,1,0,GO:0060271,0.00030,uncharacterized LOC111102899
LOC111105904,-4,12,8,GO:0060271,0.00030,protein monoglycylase TTLL8-like
LOC111107328,-7,14,7,GO:0060271,0.00030,protein monoglycylase TTLL8-like
LOC111107620,-1,4,3,GO:0060271,0.00030,cilia- and flagella-associated protein 54-like
LOC111107716,-1,4,3,GO:0060271,0.00030,cilia- and flagella-associated protein 54-like
LOC111112099,-2,18,16,GO:0060271,0.00030,A-kinase anchor protein 9-like
LOC111112387,-1,3,2,GO:0060271,0.00030,dynein assembly factor 1
